Tweet,Text,Match,Polarity
1020,"['think', 'wanna', 'live', 'canada', 'fish']",,neutral
1021,"['breaking', 'immigration', 'canada', 'announces', 'immediate', 'measures', 'support', 'hong', 'kong', 'residents', 'immigrating', 'canada']","breaking,support",neutral
1022,"['rt', 'cawoodpublish', 'dungeons', 'dragons', 'perfect', 'homeschooling', 'tool', 'pandemic', 'cbc', 'news']","dungeons,perfect",neutral
1023,"['rt', 'djclimenhaga', 'donbraid', 'maybe', 'late', 'late', 'kenney', 'would', 'rather', 'trudeau', 'save', 'albertan', 'lives', 'disgrace', 'w']",disgrace,negative
1024,"['sad', 'look', 'eric', 'tiny', 'baby', 'canada', 'bros', 'little', 'kevin', 'mom', 'sadder']",sad,negative
1025,"['rt', 'willgoodon', 'suicide', 'figures', 'could', 'followers', 'please', 'copy', 'post', 'tweet', 'trying', 'demonstrate', 'someone']",suicide,negative
1026,"['rt', 'prasadpandayyc', 'ndp', 'fear', 'amp', 'smear', 'medi', 'scare', 'ndp', 'selected', 'pcl', 'build', 'calgary', 'cancer', 'centre', 'pclconstruction', 'one']","fear,smear,scare,cancer",negative
1027,"['ebay', 'canada', 'vintage', 'reseller', 'cheap', 'packaging', 'shipping', 'tips', 'amp', 'tricks', 'fun', 'wi']","cheap,fun",neutral
1028,"['kevin', 'lea', 'president', 'fuse', 'insurance', 'speaking', 'live', 'panel', 'discussion', 'insurance', 'business', 'canada']",,neutral
1029,"['rt', 'perilune', 'honeyst', 'seo', 'dongsung', 'memorable', 'vacation', 'trip', 'canada', 'favorite', 'proverb', 'birds', 'hear', 'day']","memorable,favorite",positive
1030,"['common', 'sense', 'prevails', 'bill', 'blair', 'ever', 'backbone']",backbone,positive
1031,"['temperature', 'c', 'wind', 'mph', 'mph', 'humidity', 'rain', 'mm', 'pressure', 'millibar']",,neutral
1032,"['rt', 'drbenirusani', 'small', 'wedding', 'attendees', 'temperature', 'taken', 'entrance', 'fevers', 'reported', 'later', 'infected', 'died']","fevers,infected,died",negative
1033,"['rt', 'scottduncanwx', 'wait', 'really', 'see', 'planet', 'pulsing', 'warmer', 'warmer', 'looks', 'like', 'hottest']","warmer,like,hottest",positive
1034,"['rt', 'ozm', 'stop', 'projected', 'rise', 'earth', 'temperature', 'sea', 'level', 'would', 'reduce', 'emissions', 'zero']",,neutral
1035,"['rt', 'drphilhammond', 'approved', 'pfizer', 'biontech', 'vaccine', 'manufactured', 'germany', 'belgium', 'ordered', 'million', 'doses']",,neutral
1036,"['afternoon', 'dry', 'clouds', 'feels', 'cool', 'outside', 'temperature', 'falling', 'last']","cool,falling",neutral
1037,"['time', 'temperature', 'winds', 'mph', 'nw', 'gust', 'mph', 'precipitation', 'pressure', 'mb']",,neutral
1038,"['time', 'temperature', 'humidity', 'pressure', 'hpa', 'co', 'level', 'ppm']",,neutral
1039,"['acceptable', 'temperature', 'range', 'refrigerator']",,neutral
1040,"['current', 'indoor', 'temperature', 'humidity', 'temperature', 'forestville', 'current', 'time']",,neutral
1041,"['rt', 'mayfieldfloors', 'temperature', 'dropped', 'nights', 'darker', 'earlier', 'winter', 'certainly', 'way', 'maintaining', 'flooring', 'du']",darker,negative
1042,"['favorite', 'fat', 'obviously', 'butter', 'great', 'gotta', 'go', 'coconut', 'oil', 'thanks', 'fla']","favorite,fat,great",positive
1043,"['rt', 'airbusspace', 'airbus', 'wins', 'esa', 'lstm', 'temperature', 'check', 'mission', 'copernicus', 'next', 'generation']",wins,positive
1044,"['rt', 'astro', 'duque', 'delighted', 'spain', 'leading', 'new', 'copernicuseu', 'land', 'surface', 'temperature', 'monitoring', 'mission', 'today', 'agre']","delighted,leading",positive
1045,"['fri', 'today', 'snow', 'times', 'heavy', 'local', 'amount', 'cm', 'wind', 'becoming', 'northwest', 'km', 'h', 'early', 'afternoon', 'tem']",,neutral
1046,"['temperature', 'humidity', 'wind', 'sse', 'mph', 'rain', 'barometer', 'inhg']",,neutral
1047,"['phone', 'showing', 'symptoms', 'malaria', 'na', 'temperature', 'since', 'last', 'month']",symptoms,negative
1048,"['zlabe', 'question', 'often', 'hear', 'alarmist', 'hurting', 'climate', 'change', 'cause', 'made', 'wonder', 'w']","hurting,wonder",neutral
1049,"['rt', 'lullabytrust', 'important', 'make', 'sure', 'baby', 'overheat', 'indoors', 'make', 'sure', 'remove', 'hat', 'outd']","important,overheat",neutral
1050,"['shiskabob', 'tried', 'work', 'lemme', 'try', 'tho', 'water', 'higher', 'temperature']",work,positive
1051,"['temperature', 'f', 'humidity', 'light', 'sensor', 'value', 'sound', 'level', 'cp']",,neutral
1052,"['gvs', 'complete', 'pvc', 'pipe', 'system', 'designed', 'use', 'bh', 'class', 'ii', 'gas', 'vent', 'maximum', 'operating', 'temperature']",vent,negative
1053,"['rt', 'winwinhour', 'temperature', 'ring', 'team', 'complete', 'winwin', 'relay', 'vlive', 'jaehyun', 'chenle']",,neutral
1054,"['current', 'indoor', 'temperature', 'humidity', 'temperature', 'forestville', 'current', 'time']",,neutral
1055,"['rt', 'inforaspell', 'followers', 'giveaway', 'thank', 'much', 'support', 'winner', 'chooses', 'one', 'color', 'temperature', 'chang']","thank,support,winner",positive
1056,"['mp', 'weather', 'update', 'minimum', 'temperature', 'rise', 'degree']",,neutral
1057,"['rt', 'noaaresearch', 'heading', 'weekend', 'hurricane', 'glider', 'heading', 'shore', 'gliders', 'like', 'one', 'seen', 'floating']",like,positive
1058,"['gmt', 'temperature', 'wind', 'mph', 'mph', 'humidity', 'rain', 'mm', 'pressure', 'hpa', 'rising']",,neutral
1059,"['temperature', 'games', 'room']",,neutral
1060,"['f', 'tell', 'people', 'truth', 'drivers', 'driving', 'track', 'newly', 'laid', 'track', 'temperature', 'degre']",,neutral
1061,"['rt', 'tom', 'pro', 'tip', 'worried', 'may', 'running', 'fever', 'put', 'ice', 'pack', 'forehead', 'moments']","worried,fever",negative
1062,"['needs', 'adjusted', 'effects', 'global', 'warming', 'owners', 'must', 'provide', 'heat', 'avarage', 'daily', 'te']",,neutral
1063,"['hate', 'family', 'buys', 'kirkland', 'water', 'shit', 'tastes', 'like', 'hotness', 'matter', 'temperature']","hate,shit,like",negative
1064,"['simpforgreentea', 'temperature', 'play']",,neutral
1065,"['current', 'indoor', 'temperature', 'humidity', 'temperature', 'forestville', 'current', 'time']",,neutral
1066,"['esa', 'selected', 'airbus', 'defence', 'amp', 'space', 'prime', 'contractor', 'new', 'land', 'surface', 'temperature', 'monitoring']",,neutral
1067,"['rt', 'savebutterflies', 'humanity', 'transforms', 'global', 'environment', 'research', 'responses', 'insects', 'offer', 'valuable', 'insights', 'h']",valuable,positive
1068,"['rt', 'jaewindetails', 'temperature', 'ring', 'made', 'jaehyun', 'winwin', 'together', 'nct']",,neutral
1069,"['one', 'things', 'wonder', 'successful', 'taken', 'mass', 'scale', 'would', 'pods', 'dissipati']","wonder,successful",positive
1070,"['nycmayorsoffice', 'nycmayor', 'hope', 'care', 'package', 'teaches', 'take', 'temperature', 'rectally', 'lot']",,neutral
1071,"['rt', 'johnkruzel', 'correct', 'davidpriess', 'notes', 'one', 'purpose', 'behind', 'act', 'conceding', 'election', 'dial', 'tem']",correct,positive
1072,"['temperature', 'humidity', 'windchill', 'mostly', 'cloudy', 'wind', 'kph', 'yeg', 'abwx', 'weather']",cloudy,negative
1073,"['current', 'indoor', 'temperature', 'humidity', 'temperature', 'forestville', 'current', 'time']",,neutral
1074,"['temperature', 'insulin', 'fridge', 'bromic', 'low', 'c']",,neutral
1075,"['small', 'lucky', 'friday', 'th', 'gathering', 'coffee', 'outside', 'today', 'temperature', 'cool', 'amp', 'conversations']","lucky,cool",positive
1076,"['influence', 'dust', 'levels', 'atmospheric', 'carbon', 'dioxide', 'global', 'temperature']",dust,negative
1077,"['richpoliticals', 'kemp', 'nicholas', 'david', 'burley', 'jgforsyth', 'said', 'masks', 'good', 'avoid', 'panic', 'buying']","good,panic",neutral
1078,"['temperature', 'c', 'wind', 'mph', 'mph', 'humidity', 'rain', 'mm', 'pressure', 'millibar']",,neutral
1079,"['rt', 'drjamesehansen', 'slog', 'la', 'nina', 'mud', 'inches', 'closer', 'whipped', 'ppm', 'co', 'deeper', 'la', 'nina', 'mud', 'george']",slog,negative
1080,"['rt', 'ecowarriorss', 'earth', 'system', 'model', 'shows', 'self', 'sustained', 'melting', 'permafrost', 'even', 'man', 'made', 'ghg', 'emissions', 'stop', 'temperatu']",,neutral
1081,"['consecutive', 'november', 'days', 'maximum', 'temperature', 'toronto', 'maximum', 'temperature']",,neutral
1082,"['today', 'toronto', 'pearson', 'th', 'consecutive', 'november', 'day', 'maximum', 'temperature', 'puts', 'run', 'th']",,neutral
1083,"['today', 'toronto', 'island', 'th', 'consecutive', 'november', 'day', 'maximum', 'temperature', 'puts', 'run', 'th', 'p']",,neutral
1084,"['rt', 'exair', 'know', 'space', 'heaters', 'cut', 'heating', 'bills', 'turn', 'temperature', 'entire', 'house', 'energyconserva']",,neutral
1085,"['current', 'indoor', 'temperature', 'humidity', 'temperature', 'forestville', 'current', 'time']",,neutral
1086,"['rt', 'khayhoe', 'cop', 'paris', 'substantial', 'body', 'research', 'quantifying', 'impacts', 'beyond', 'warming', 'direc']",,neutral
1087,"['much', 'today', 'ready', 'tomorrow', 'checking', 'brisk', 'kcaarcad', 'temperature', 'f']","ready,brisk",positive
1088,"['date', 'time', 'fri', 'nov', 'cst', 'current', 'cpu', 'temperature', 'c', 'f', 'american', 'comrades']",,neutral
1089,"['temperature', 'stavre', 'celsius', 'humidity', 'current', 'date', 'time']",,neutral
1090,"['today', 'waterloo', 'th', 'consecutive', 'november', 'day', 'maximum', 'temperature', 'puts', 'run', 'th', 'place', 'f']",,neutral
1091,"['rt', 'dreadbong', 'throw', 'frog', 'boiling', 'water', 'jump', 'put', 'slow', 'water', 'raise', 'temperature', 'slowly', 'kno']","boiling,slow,slowly",negative
1092,"['temperature', 'pressure', 'humidity']",,neutral
1093,"['honeoye', 'falls', 'ny', 'weather', 'temperature', 'f', 'humidity', 'dewpoint', 'f', 'pressure', 'mb', 'rain', 'last', 'hour', 'inches', 'rain']",falls,negative
1094,"['stockholm', 'date', 'temperature', 'summary', 'mostly', 'cloudy', 'via']",cloudy,negative
1095,"['old', 'navy', 'many', 'cozy', 'sherpa', 'pieces', 'right', 'sale', 'second', 'temperature', 'drops']","cozy,right",positive
1096,"['lcalutoiu', 'well', 'hoping', 'covid', 'since', 'symptoms', 'looking', 'way', 'also', 'asthma']","well,symptoms",neutral
1097,"['rt', 'quinncasey', 'sunrise', 'mist', 'fridaymorning', 'temperature', 'degrees', 'morning', 'white', 'bear', 'lake', 'mn', 'mnwx', 'minnesota', 'weathe']",mist,negative
1098,"['consecutive', 'november', 'days', 'maximum', 'temperature', 'montr', 'maximum', 'temperatur']",,neutral
1099,"['wind', 'km', 'h', 'ssw', 'barometer', 'hpa', 'rising', 'rapidly', 'temperature', 'rain', 'today', 'mm', 'humidity']",,neutral
1100,"['consecutive', 'november', 'days', 'maximum', 'temperature', 'kingston', 'maximum', 'temperatur']",,neutral
1101,"['gsh', 'temperature', 'f', 'humidity', 'gauge', 'oos', 'need', 'new', 'module', 'date', 'time', 'fri', 'nov']",,neutral
1102,"['temperature', 'humidity', 'windchill', 'mostly', 'cloudy', 'wind', 'kph', 'yxe', 'skwx', 'weather']",cloudy,negative
1103,"['allesbeste', 'max', 'temperature', 'today', 'pm']",,neutral
1104,"['afternoon', 'dry', 'feels', 'cool', 'outside', 'temperature', 'falling', 'last', 'hours']","cool,falling",neutral
1105,"['current', 'weather', 'oatfield', 'oregon', 'current', 'temperature', 'f', 'good', 'day']",good,positive
1106,"['streak', 'consecutive', 'november', 'days', 'minimum', 'temperature', 'gt', 'saintjohn', 'minimum', 'temperature']",,neutral
1107,"['rt', 'ketil', 'isaksen', 'today', 'maximum', 'temperature', 'recorded', 'new', 'weather', 'station', 'reindalspasset', 'high', 'arctic', 'sval']",,neutral
1108,"['current', 'indoor', 'temperature', 'humidity', 'temperature', 'forestville', 'current', 'time']",,neutral
1109,"['rt', 'ttravelers', 'kogosi', 'warm', 'spring', 'flows', 'beside', 'cold', 'one', 'warm', 'spring', 'temperature', 'oc', 'source', 'oc', 'aft']","warm,cold",positive
1110,"['temperature', 'begins', 'drop', 'important', 'monitor', 'tires', 'make', 'sure', 'good', 'quality', 'tire', 'pres']","important,good",positive
1111,"['rt', 'peng', 'writer', 'ikogosi', 'warm', 'spring', 'flows', 'beside', 'cold', 'one', 'warm', 'spring', 'temperature', 'oc', 'source', 'oc', 'afte']","warm,cold",positive
1112,"['rt', 'ajoke', 'onifaari', 'kogosi', 'warm', 'spring', 'flows', 'beside', 'cold', 'one', 'warm', 'spring', 'temperature', 'oc', 'source', 'oc', 'af']","warm,cold",positive
1113,"['slog', 'la', 'nina', 'mud', 'inches', 'closer', 'whipped', 'ppm', 'co', 'deeper', 'la', 'nina', 'mud', 'geo']",slog,negative
1114,"['rt', 'frankiadu', 'andraydomise', 'everybody', 'think', 'would', 'trenches', 'would', 'folding', 'pigs', 'soon', 'temper']","pigs,temper",negative
1115,"['ever', 'seen', 'imploding', 'part', 'topic', 'particles', 'year', 'students', 'learnt', 'pressure', 'exerted']",,neutral
1116,"['wind', 'blows', 'cold', 'parts', 'ocean', 'temperature', 'makes', 'atmosphere', 'unstable', 'call']","cold,unstable",negative
1117,"['streak', 'consecutive', 'november', 'days', 'maximum', 'temperature', 'hamilton', 'maximum', 'temperature']",,neutral
1118,"['consecutive', 'november', 'days', 'maximum', 'temperature', 'halifax', 'shearwater', 'maximum']",,neutral
1119,"['current', 'indoor', 'temperature', 'humidity', 'temperature', 'forestville', 'current', 'time']",,neutral
1120,"['gmt', 'temperature', 'wind', 'sse', 'mph', 'mph', 'humidity', 'rain', 'mm', 'pressure', 'hpa', 'rising', 'slowly']",slowly,negative
1121,"['duh', 'rt', 'abc', 'temperature', 'covid', 'symptom', 'checks', 'like', 'ones', 'used', 'schools', 'doctor', 'offices', 'agai']","symptom,like",neutral
1122,"['turkey', 'damn', 'good', 'us', 'eat', 'year', 'thanksgiving', 'overrated', 'family', 'members']","damn,good,overrated",negative
1123,"['streak', 'consecutive', 'november', 'days', 'minimum', 'temperature', 'gt', 'fredericton', 'minimum', 'temperatu']",,neutral
1124,"['caelenschow', 'feel', 'often', 'temperature', 'especially', 'mice', 'maintaining', 'body', 'temperature', 'cover', 'body']",,neutral
1125,"['rt', 'n', 'tthemessiah', 'cbarrett', 'wolfram', 'alpha', 'tells', 'joules', 'current', 'rotational', 'energy']",,neutral
1126,"['rt', 'anna', 'tago', 'yokohama', 'clear', 'sky', 'dry', 'plenty', 'sunshine', 'push', 'temperature', 'comfortable', 'yokohama']","clear,comfortable",positive
1127,"['rt', 'jeffx', 'every', 'venue', 'k', 'cap', 'body', 'temperature', 'machines', 'prevent', 'risk', 'covid', 'shows', 'come', 'back', 'amp']",risk,negative
1128,"['temperature', 'stavre', 'celsius', 'humidity', 'current', 'date', 'time']",,neutral
1129,"['h', 'temperature', 'wind', 'mph', 'e', 'rain', 'rate', 'hr']",,neutral
1130,"['rt', 'ap', 'kirk', 'winter', 'cereals', 'ground', 'current', 'soil', 'temperatures', 'four', 'locations', 'mb', 'found', 'mb', 'ag', 'w']",,neutral
1131,"['rt', 'weathersurat', 'right', 'haze', 'temperature', 'c', 'humidity', 'wind', 'n', 'kph', 'updated', 'pm', 'surat', 'weather']","right,haze",neutral
1132,"['oxonrh', 'rocciabella', 'say', 'like', 'water', 'refers', 'liquid', 'phase', 'form', 'dictates', 'substance']",like,positive
1133,"['current', 'indoor', 'temperature', 'humidity', 'temperature', 'forestville', 'current', 'time']",,neutral
1134,"['cbarrett', 'wolfram', 'alpha', 'tells', 'joules', 'current', 'rotational', 'energy']",,neutral
1135,"['rt', 'abc', 'temperature', 'covid', 'symptom', 'checks', 'like', 'ones', 'used', 'schools', 'doctor', 'offices', 'proved', 'inadequate', 'spott']","symptom,like,inadequate",negative
1136,"['airwaycam', 'troubling', 'saying', 'months', 'one', 'listening', 'went']",troubling,negative
1137,"['right', 'rain', 'expected', 'elk', 'grove', 'ca', 'today', 'rain', 'accumulations', 'rain', 'light', 'moderat']",right,positive
1138,"['influx', 'fresh', 'cold', 'water', 'surrounding', 'oceans', 'one', 'causes', 'strange', 'patterns', 'map']","fresh,cold,strange",negative
1139,"['rt', 'tracesoftexas', 'coldest', 'temperature', 'ever', 'recorded', 'texas', 'reached', 'twice', 'first', 'time', 'feb']",,neutral
1140,"['consecutive', 'november', 'days', 'maximum', 'temperature', 'charlottetown', 'maximum', 'tempe']",,neutral
1141,"['conditioning', 'variables', 'like', 'coarseness', 'grind', 'amount', 'pressure', 'press', 'temperature', 'water', 'unobserved', 'confounders']","like,grind,unobserved",negative
1142,"['rt', 'thelongergame', 'elonmusk', 'easy', 'watch', 'bogus', 'virus', 'symptoms', 'cough', 'sore', 'throat', 'amp', 'temperature', 'colds', 'flu', 'winter', 'viruses', 'test']","easy,bogus,virus,symptoms,sore",negative
1143,"['best', 'baby', 'thermometers', 'measure', 'kid', 'temperature']",best,positive
1144,"['wind', 'mph', 'gusting', 'mph', 'temperature', 'f', 'humidity', 'rain', 'today']",,neutral
1145,"['rt', 'ecowarriorss', 'worst', 'case', 'global', 'warming', 'predictions', 'accurate', 'say', 'climate', 'experts', 'per', 'cent', 'chance', 'glo']","worst,accurate",neutral
1146,"['view', 'today', 'bird', 'creek', 'temperature', 'degrees']",,neutral
1147,"['get', 'test', 'symptoms', 'covid', 'gt', 'high', 'temperature', 'gt', 'new', 'continuous', 'cough', 'gt', 'lo']",symptoms,negative
1148,"['tonyh', 'im', 'behind', 'im', 'convinced', 'good', 'idea', 'like', 'info', 'reassurance', 'ide']","good,like,reassurance",positive
1149,"['warning', 'temperature', 'high']",warning,negative
1150,"['ellenkilloran', 'yes', 'sweet', 'spot', 'seems', 'kick', 'heavily', 'de']",sweet,positive
1151,"['ties', 'boots', 'slaps', 'cuffs', 'rubs', 'chin']",,neutral
1152,"['newcastle', 'river', 'level', 'sensor', 'reporting', 'water', 'temperature', 'faulty', 'water', 'level', 'battery', 'level', 'l']",faulty,negative
1153,"['rt', 'war', 'keith', 'according', 'bbc', 'weather', 'currently', 'degrees', 'inverness', 'today', 'highest', 'temperature', 'expected']",,neutral
1154,"['rt', 'mustapipa', 'another', 'great', 'visualisation', 'climate', 'breakdown']","great,breakdown",neutral
1155,"['deepdiveref', 'always', 'hard', 'know', 'temperature', 'game', 'double', 'foul', 'immediately', 'clean', 'sense']","hard,foul,clean",negative
1156,"['november', 'barometer', 'hpa', 'steady', 'temperature', 'falling', 'rain', 'today', 'mm', 'wind', 'mph', 'w', 'g']","steady,falling",neutral
1157,"['letting', 'facility', 'restaurant', 'store', 'everyone', 'required', 'wear', 'masks', 'coming', 'back']",,neutral
1158,"['rt', 'regretevery', 'time', 'take', 'temperature', 'behave', 'might', 'let', 'take', 'mine', 'later', 'happy', 'fi', 'friday', 'wear', 'mask', 'https']",happy,positive
1159,"['ego', 'ipse', 'overclock', 'p', 'rpi', 'work', 'ghz', 'problem', 'need', 'fan', 'order', 'av']","work,problem",neutral
1160,"['current', 'indoor', 'temperature', 'humidity', 'temperature', 'forestville', 'current', 'time']",,neutral
1161,"['chart', 'shows', 'us', 'average', 'age', 'listing', 'use', 'chart', 'give', 'idea', 'temperature']",,neutral
1162,"['newcastle', 'river', 'level', 'sensor', 'reporting', 'water', 'temperature', 'celsius', 'water', 'level', 'battery', 'level']",,neutral
1163,"['rt', 'war', 'keith', 'according', 'bbc', 'weather', 'currently', 'degrees', 'falkirk', 'today', 'highest', 'temperature', 'expected']",,neutral
1164,"['honeoye', 'falls', 'ny', 'weather', 'temperature', 'f', 'humidity', 'dewpoint', 'f', 'pressure', 'mb', 'rain', 'last', 'hour', 'inches', 'rain']",falls,negative
1165,"['shimza', 'djzinhle', 'temperature', 'needs', 'checked']",,neutral
1166,"['idea', 'studies', 'need', 'completed', 'affirm', 'common', 'sense', 'alarming', 'ff', 'sistertoldjah', 'great', 'insigh']","affirm,alarming,great",positive
1167,"['rt', 'krislc', 'chief', 'secretary', 'matthew', 'cheung', 'refused', 'grant', 'exemption']",refused,negative
1168,"['getting', 'temperature', 'checked', 'gun']",,neutral
1169,"['rt', 'abc', 'newsbayarea', 'study', 'temperature', 'checks', 'symptom', 'screenings', 'effective', 'detecting', 'covid', 'infections']","symptom,effective,infections",negative
1170,"['rt', 'war', 'keith', 'according', 'bbc', 'weather', 'currently', 'degrees', 'perth', 'today', 'highest', 'temperature', 'expected']",,neutral
1171,"['wase', 'temperature', 'controlled', 'storage', 'container', 'cold', 'date', 'time', 'detected']",cold,negative
1172,"['temperature', 'humidity', 'thi', 'note', 'feel', 'good', 'random', 'numbers']",good,positive
1173,"['today', 'crcs', 'celebrated', 'greatest', 'temperature', 'taking', 'clothes', 'washing', 'tongue', 'depressing', 'problem', 'solving', 'medicin']","celebrated,greatest,depressing,problem",neutral
1174,"['according', 'twitter', 'account', 'way', 'shut', 'dousing', 'great', 'amounts', 'liquid', 'warm', 'room', 'temperature', 'water']","great,warm",positive
1175,"['rt', 'luisamneubauer', 'people', 'see', 'facetheclimateemergency']",,neutral
1176,"['yes', 'im', 'yaee', 'ohsaylesss', 'need', 'fear', 'access', 'modern', 'technologies', 'allow', 'cook', 'meat']","fear,modern",neutral
1177,"['rt', 'yow', 'weather', 'consecutive', 'november', 'days', 'maximum', 'temperature', 'ottawa', 'maximum', 'temperature', 'onl']",,neutral
1178,"['rt', 'theocmouze', 'everyone', 'needs', 'see', 'planetary', 'fire', 'alarm', 'getting', 'progressively', 'louder', 'louder', 'continue']","alarm,louder",negative
1179,"['temperature', 'insulin', 'fridge', 'bromic', 'returned', 'normal', 'c']",,neutral
1180,"['current', 'indoor', 'temperature', 'humidity', 'temperature', 'forestville', 'current', 'time']",,neutral
1181,"['fri', 'today', 'cloudy', 'percent', 'chance', 'flurries', 'wind', 'northwest', 'km', 'h', 'gusting', 'temperature', 'fall']","cloudy,fall",negative
1182,"['rt', 'abc', 'wtvd', 'study', 'temperature', 'checks', 'symptom', 'screenings', 'effective', 'detecting', 'covid', 'infections']","symptom,effective,infections",negative
1183,"['intervening', 'space', 'close', 'get', 'absolute', 'vacuum', 'probably', 'stray', 'hydrogen']",,neutral
1184,"['rt', 'luisamneubauer', 'people', 'see', 'facetheclimateemergency']",,neutral
1185,"['grannieloverx', 'mean', 'following', 'steps', 'exactly', 'recipe', 'unless', 'live']",,neutral
1186,"['vlaardingen', 'netherlands', 'local', 'time', 'outdoor', 'temp', 'wind', 'km', 'h', 'direction', 'ssw', 'barometer']",,neutral
1187,"['abc', 'newsbayarea', 'yeah', 'ppl', 'come', 'work', 'temperature', 'checks', 'covid', 'w', 'fever']","work,fever",neutral
1188,"['clouds', 'actual', 'feel', 'temperature', 'across', 'london', 'ranges']",,neutral
1189,"['rt', 'sunkissednymph', 'actually', 'sure', 'nothing', 'worse', 'room', 'temperature', 'mcdonald']",worse,negative
1190,"['rt', 'war', 'keith', 'according', 'bbc', 'weather', 'currently', 'degrees', 'stirling', 'today', 'highest', 'temperature', 'expected']",,neutral
1191,"['gmt', 'temperature', 'wind', 'sse', 'mph', 'mph', 'humidity', 'rain', 'mm', 'pressure', 'hpa', 'rising']",,neutral
1192,"['current', 'indoor', 'temperature', 'humidity', 'temperature', 'forestville', 'current', 'time']",,neutral
1193,"['safety', 'achieved', 'using', 'nuclear', 'fuel', 'negative', 'fuel', 'temperature', 'coefficient', 'reactivity', 'meaning']",negative,negative
1194,['shitttt'],,neutral
1195,"['conyemidwest', 'personal', 'fave', 'workplaces', 'reopening', 'pretending', 'standing', 'feet', 'apart', 'tempera']",fave,positive
1196,"['rt', 'cotttontail', 'getting', 'temperature', 'checked', 'gun']",,neutral
1197,"['acosta', 'maintain', 'subzero', 'temperature', 'required', 'need', 'injections', 'required', 'could', 'go']",,neutral
1198,"['went', 'mall', 'today', 'cuz', 'wanted', 'buy', 'smth', 'hp', 'lego', 'kinda', 'expensive']",expensive,negative
1199,"['nothing', 'deny', 'everyone', 'see', 'fighttheclimateemergency']",deny,negative
1200,"['question', 'people', 'contracting', 'virus', 'people', 'without', 'masks', 'public', 'spaces', 'spread', 'happen']",virus,negative
1201,"['fold', 'five', 'gallons', 'walnut', 'raise', 'temperature']",,neutral
1202,"['dcrlingshy', 'temparature', 'correct', 'spelling', 'temperature']",correct,positive
1203,"['rt', 'geonubboy', 'geonu', 'gem', 'please', 'dont', 'open', 'ig', 'account', 'yet', 'alright', 'missed', 'much', 'still', 'always', 'take', 'care', 'okay']","gem,missed",neutral
1204,"['yeah', 'grill', 'sub', 'optimal', 'temperature']",optimal,positive
1205,"['current', 'indoor', 'temperature', 'humidity', 'temperature', 'forestville', 'current', 'time']",,neutral
1206,"['rt', 'seemantinibose', 'kid', 'better', 'temperature', 'heartbeat', 'normal', 'ventilator', 'removed', 'happy', 'diwali', 'gu']","better,happy",positive
1207,"['senatemajldr', 'months', 'vaccine', 'available', 'general', 'public', 'due', 'storage', 'temperature', 'requi']",available,positive
1208,"['latest', 'winter', 'temperature', 'outlook']",,neutral
1209,"['elizashapiro', 'would', 'huge', 'mistake', 'social', 'distancing', 'mandatory', 'masks', 'temperature', 'checks']",mistake,negative
1210,"['temperature', 'drops', 'sure', 'tell', 'difference', 'people', 'grew', 'parents', 'ref']",,neutral
1211,"['rt', 'healthyfla', 'food', 'borne', 'illness', 'risk', 'food', 'contaminated', 'flood', 'water', 'tropical', 'storm', 'perishable', 'food']","illness,risk,contaminated",negative
1212,"['right', 'haze', 'temperature', 'c', 'humidity', 'wind', 'nw', 'kph', 'updated', 'pm', 'delhi', 'weather']","right,haze",neutral
1213,"['rt', 'justdrivemgc', 'platonic', 'crush', 'dont', 'wanna', 'live', 'city', 'cause', 'temperature', 'hot', 'come', 'live', 'mine', 'colder']","crush,hot",neutral
1214,"['innerslothdevs', 'fix', 'temperature', 'gauge', 'task', 'polus', 'work', 'ios', 'turn']",work,positive
1215,"['shower', 'temperature', 'concernig']",,neutral
1216,"['afternoon', 'dry', 'clouds', 'feels', 'cool', 'outside', 'temperature', 'falling', 'last']","cool,falling",neutral
1217,"['wind', 'km', 'h', 'ssw', 'barometer', 'hpa', 'rising', 'rapidly', 'temperature', 'rain', 'today', 'mm', 'humidity']",,neutral
1218,"['freezer', 'j', 'frost', 'temperature']",frost,negative
1219,"['fuerteventura', 'weather', 'friday', 'wet', 'available', 'temperature', 'wind', 'direction']",available,positive
1220,"['benorlin', 'ghee', 'largely', 'reasons', 'sometimes', 'liquid', 'room', 'temperature', 'stay', 'solid']",solid,positive
1221,"['preciousmomentl', 'good', 'morning', 'thank', 'much', 'big', 'difference', 'temperature', 'take', 'care']","good,thank",positive
1222,"['dentist', 'love', 'id', 'visit', 'month', 'permitted', 'doctor', 'like', 'pulling', 'teeth', 'get', 'let', 'take', 'temperature']","love,like",positive
1223,"['temperature', 'c', 'wind', 'mph', 'mph', 'humidity', 'rain', 'mm', 'pressure', 'millibar']",,neutral
1224,"['rt', 'shimza', 'temperature', 'checks']",,neutral
1225,"['current', 'indoor', 'temperature', 'humidity', 'temperature', 'forestville', 'current', 'time']",,neutral
1226,"['jedkolko', 'checked', 'work', 'temperature', 'affects', 'per', 'interaction', 'transmission', 'probability']",work,positive
1227,"['rate', 'going', 'suggest', 'mask', 'temperature', 'check', 'everyone', 'damn', 'house', 'including']",damn,negative
1228,"['north', 'rim', 'temperature', 'f', 'relative', 'humidity', 'wind', 'wsw', 'mph', 'gusting', 'mph']",,neutral
1229,"['rt', 'jrwriter', 'society', 'regular', 'aiming', 'head', 'like', 'trying', 'get', 'temperature', 'ireallyraptoo']",like,positive
